以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:48:35.36 ID:xz/r8ac30<> ヒグチ <br> ２１歳 大学四年 <br> 就職決まるも留年が決まってる <br>  <br> 埼玉から屋久島まで自転車で旅をしています。 <br>  <br> 今は鹿児島県の鹿児島にいます。 <br>  <br> 大阪で病に倒れ、その後は避難所でやっておりました。色々心配をお掛け致しまして申し訳ありませんでした。 <br>  <br> というわけで、応援してくれよなw <br> 誰でもうぇるかもw <>埼玉から屋久島まで自転車で旅してくる　鹿児島篇
愛のかぁびぃ </b>◆Kirby..wFo <b><><>2008/08/24(日) 13:49:53.62 ID:+toRHMBz0 BE:584380883-PLT(24745)<> チクビ <br>  <br> に見えた <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:51:58.81 ID:vEUKakan0<> 落ちてんじゃねーかｗｗｗｗ <br>  <br> 保守入れるわｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:52:53.52 ID:4PRHchRDO<> 鹿児島のどこ？ <br> いつ屋久島にいくの？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/24(日) 13:53:00.40 ID:xz/r8ac30<> 3日落ちだよ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 05:30:55.15 ID:phaOtrHG0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 05:32:42.49 ID:yL4tO0KG0<> ｵﾊｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 05:42:44.43 ID:phaOtrHG0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 05:46:09.65 ID:tID9g9+zO<> 中野美奈子ホシュ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 05:56:12.65 ID:phaOtrHG0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:06:15.18 ID:phaOtrHG0<> |ω・｀)ちらっと保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:16:17.66 ID:phaOtrHG0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:26:20.02 ID:phaOtrHG0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:27:46.69 ID:2gWtv+LP0<> おはよう、ヒグチ、がんばれよー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:28:37.99 ID:I4SFlJP/O<> 鹿児島とかですごいと思うのは <br> むこうの小学生は知らない人にもあいさつするってこと <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:35:59.64 ID:dQMBr/1y0<> もはよう～いよいよ出発か。 <br> 楽しんでこいよ～ﾉｼ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:46:01.32 ID:phaOtrHG0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 06:56:04.14 ID:phaOtrHG0<> (｀・ω・´)全力で保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 07:06:06.53 ID:phaOtrHG0<> 保守 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 07:13:44.45 ID:phaOtrHG0<> おはよー <br> 今日は屋久島だな <br> 体調管理をしっかりしてｶﾞﾝ(　ﾟдﾟ)ｶﾞﾚ <br>  <br> 仕事なんで保守切ります <br> みんな後は頼んだ <>
以下、名無しにかわりましてVIPがお送りします<>焼肉王子<>2008/08/25(月) 07:42:23.17 ID:KYp8hC2c0<> ⊂（＾肉＾）⊃ｾﾌｾﾌ!!  <br>  <>
鹿蛇<><>2008/08/25(月) 08:04:13.82 ID:RJ1s9P5EO<> おはよう。 <br> 今港だよ。 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:13:06.83 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/166" target="_blank">&gt;&gt;166</a> <br> おはようございまー <br> 結局フェリー？ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 08:13:38.40 ID:j52fk6t8O<> 鹿児島と聞いて・・・ <br> 遅かった？ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 08:21:56.82 ID:mCXgwrpTO<> おはようございます！ <br> 保守ありがとうです！ <br>  <br> 今フェリーに乗り込みました！ <br> 席もガッチリゲットしてきましたｗｗｗ <br>  <br> http://imepita.jp/20080825/296840 <br> お世話になった鹿蛇ですｗｗｗ <br>  <br> 昼には、屋久島につくぜｗｗｗｗ <br> ひょーｗｗｗ <br> 実は寝癖頭なんだぜｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:27:25.30 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/169" target="_blank">&gt;&gt;169</a> <br> おはよー <br> 宮之浦岳は九州最高峰の山たい <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:36:24.13 ID:2gWtv+LP0<> ヒグチおはよー。念願の屋久島だね。大自然を満喫してくれ！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:38:32.90 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/168" target="_blank">&gt;&gt;168</a> <br> ｹﾞﾚｰﾁﾝｸﾞで出来た巣に帰れｗｗｗ <br>  <br> <a href="../test/read.cgi/news4vip/1219553315/169" target="_blank">&gt;&gt;169</a> <br> おはよー <br> 宮之浦に12:30着の屋久島2か <br> 目的地の土を踏むのが天チームより早いｗｗｗ <>
鹿蛇<>sage<>2008/08/25(月) 08:42:31.93 ID:Z6YN661W0<> ただ今帰還ｗ <br> 後で軽くまとめをｗ <br>  <br> とりあえず溜まった仕事すませるｗｗｗ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 08:44:13.03 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/172" target="_blank">&gt;&gt;172</a> <br> ちょｗおまｗサーセンｗｗｗ <br> 帰ります <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <br>  <br> <a href="../test/read.cgi/news4vip/1219553315/1" target="_blank">&gt;&gt;1</a> <br> 頑張れ <br> 田舎浜行ってね <br> 綺麗だから <br> (＾ω＾) <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:44:31.85 ID:DmjlfFFzO<> <a href="../test/read.cgi/news4vip/1219553315/1" target="_blank">&gt;&gt;1</a>すげーな･･･頑張れお!!! <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 08:44:48.71 ID:mCXgwrpTO<> ポーニョポーニョ <br>  <br> http://imepita.jp/20080825/313030 <br> さらば、九州！ <br>  <br> おまいらに、いいことを教えてやろうｗｗｗｗ <br>  <br> 屋久島って沖縄県じゃなくて、鹿児島県なんだぜｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:49:44.17 ID:YaoXwiNbO<> <a href="../test/read.cgi/news4vip/1219553315/176" target="_blank">&gt;&gt;176</a> <br> Ω ΩΩ＜ﾅ､ﾅﾝﾀﾞｯﾃｰ <br>  <br>  <br>  <br>  <br>  <br>  <br> 知ってるよｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:51:31.93 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/176" target="_blank">&gt;&gt;176</a> <br> 天兄弟に屋久島って沖縄なんだぜ！って偉そうに教えた某蛇って誰だろな？ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 08:53:14.50 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/176" target="_blank">&gt;&gt;176</a> <br> ひ・・ひ・・ひ・・ <br>  <br>  <br> ひ・・ <br>  <br>  <br>  <br>  　Ｊ＾ω＾し⊃　ひぐちカッター <br> 　　（⊃　） <br> 　／　　　ヽ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 09:00:02.15 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/178" target="_blank">&gt;&gt;178</a> <br> 蛇じゃなく、俺だぜｗｗ <br> 俺のほうが年上だから、知識が豊富なんだぜｗｗｗｗ <br> さて、今日は何するべきか… <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 09:02:24.31 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/180" target="_blank">&gt;&gt;180</a> <br> お前かｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 09:13:21.31 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/180" target="_blank">&gt;&gt;180</a> <br> 一人で寂しかろう <br> http://kita.kitaa.net/10/s/10mai37652.jpg <br> Nanami <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 09:38:28.58 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 09:49:07.29 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/182" target="_blank">&gt;&gt;182</a> <br> か、かわいい <br>  <br> 今日は屋久島をサイクリングするわｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 10:04:33.81 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/184" target="_blank">&gt;&gt;184</a> <br> 宿決めてからにしろよｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 10:20:43.38 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/184" target="_blank">&gt;&gt;184</a> <br> よかった <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 10:30:17.38 ID:tID9g9+zO<> <a href="../test/read.cgi/news4vip/1219553315/184" target="_blank">&gt;&gt;184</a> <br> さだまさしのファンかい？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 10:55:59.75 ID:tID9g9+zO<> 堀北真希2008ホシュ <>
どどんまい </b>◆Dodonmai32 <b><><>2008/08/25(月) 11:08:56.06 ID:j52fk6t8O<> <a href="../test/read.cgi/news4vip/1219553315/184" target="_blank">&gt;&gt;184</a> <br> 宿は『愛子？』って所がおすすめ <br> けっこう安くて朝食もでる <br>  <br> あと、田舎浜はフェリーから下りて、最初の信号を右だからね！ <br>  <br> 田舎浜からの夕日は最高だから絶対見てね！ <br> 絶対だぞ！ <br>  ヽ（´・∀・｀）ノ <br>  　　　 くく <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 11:29:36.88 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 11:51:50.76 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 11:56:25.88 ID:Z6YN661W0<> もう少しで到着かｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 11:56:39.03 ID:ijlNdzL10<> もう屋久島が見えてると思う <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:02:55.80 ID:Z6YN661W0<> ﾁｯ！ <br>  <br> 宮之浦のライブカメラ写らないｗ <br>  <br> 安房のライブカメラは使えるから <br> 安房着いたら此処にこいｗｗｗ <br> http://imepita.jp/20080825/433530 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:03:40.88 ID:ijlNdzL10<> 宮之浦ｶﾒﾗmaintenance中ﾜﾛﾀｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 12:16:27.34 ID:mCXgwrpTO<> もうすぐ着くみたいだぜｗｗｗ <br>  <br> 今日の今から白谷雲水峡行くのは危険かな？ <br> 宮之浦から近いみたいなんだ。 <br>  <br> 明日ヤクスギランド <br>  <br> 明後日、縄文杉っていうプランなんだが… <br>  <br> 安房把握したｗ <br> 今日か明日にはいくはずｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:17:54.62 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/196" target="_blank">&gt;&gt;196</a> <br> いやｗ <br> まず安房に行って宿の確保しろってｗｗｗ <br> それから近場の探索が吉ｗ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 12:18:42.76 ID:089jmtqV0<> ENEOS鶴見ｗｗｗｗｗ <br> ﾃﾗ近所ｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 12:19:12.75 ID:089jmtqV0<> 誤爆した <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 12:24:18.65 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/197" target="_blank">&gt;&gt;197</a> <br> 泊まる宿はとりあえず目星はつけたぜｗｗｗ <br> 安房の近くみたいだｗｗ <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:33:47.88 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/200" target="_blank">&gt;&gt;200</a> <br> 予約出来たのかよｗ <br> 目星だけつけても泊まれないんだぜｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:41:19.16 ID:Z6YN661W0<> てかもう屋久島に着いた？ｗ <br>  <br> <a href="../test/read.cgi/news4vip/1219553315/189" target="_blank">&gt;&gt;189</a> <br> 復路で南埠頭にお出迎えするんだろ？ｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:47:20.46 ID:u+1m1OhQO<> ENEOSがENOZに見えた俺は氏んでいい…orz <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 12:47:31.16 ID:mCXgwrpTO<> http://imepita.jp/20080825/458690 <br>  <br> 屋久島ついたー <br>  <br> 海青いーすげぇー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:47:49.30 ID:AnRqdMYCO<> 屋久島はまだ夏か？ <br> 千葉は涼しいぞ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:51:21.04 ID:ijlNdzL10<> おおお、天チームに先駆けて到着したなｗ <br> さて、宿確保して安房ﾗｲﾌﾞｶﾒﾗ宜しくー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:51:23.82 ID:dYgU73Ql0<> 屋久島到着ｷﾀ━━━━（｡Ａ｡）━（ﾟ∀ﾟ）━（｡Ａ｡）━（ﾟ∀ﾟ）━（｡Ａ｡）━━━━!!!! <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 12:52:37.18 ID:mCXgwrpTO<> 暑いｗ <br> 普通に汗だくな件ｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:55:26.11 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/204" target="_blank">&gt;&gt;204</a> <br> 屋久島上陸おめ！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:56:18.88 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/208" target="_blank">&gt;&gt;208</a> <br> 汗で寝癖直るから良しとしようぜｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:57:27.53 ID:Se5yQ7Dr0<> 屋久島到着ｵﾒ！！ゆっくり堪能していってね！！！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 12:59:14.26 ID:1fJuL0Q/0<> ヒグチさん。おめでとうございます！ <br> 埼玉に戻ってきたら、私と突き合っていただけませんか？ <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br>  <br> 男だけどｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:00:28.08 ID:joRSGkdW0<> とりあえず目的地到着おめでとうーーー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:05:47.02 ID:tID9g9+zO<> 到着オメメ&lt; ● &gt; &lt; ● &gt; <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 13:08:11.33 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/212" target="_blank">&gt;&gt;212</a> <br> ちょｗｗ <br> フラグかと思っちゃったじゃないのｗ <br>  <br> 青いうみ、白い雲、きれいな空、すげーーー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:10:06.26 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/215" target="_blank">&gt;&gt;215</a> <br> 屋久島満喫だなｗ <br> 正直羨ましいよｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><>sage<>2008/08/25(月) 13:10:52.36 ID:mCXgwrpTO<> 今から安房をめざします！ <br> ライブカメラまで、ゆっくりしていってね！ <br>  <br> 今日帰るチャリダーと接触していろいろ情報ゲトしたぜｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:13:32.96 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/217" target="_blank">&gt;&gt;217</a> <br> チャリダーって言えばヒグチが乗り込んだ後に旅人っぽいチャリダーが乗り込んだぜｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 13:25:02.28 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/218" target="_blank">&gt;&gt;218</a> <br> 彼は無口なタイプの旅人だったよｗｗｗ <br> お腹減ったからラーメン食うわｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:27:43.29 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/219" target="_blank">&gt;&gt;219</a> <br> 一応接触は試みたんだなｗ <br>  <br> ラーメン屋で？それともカップ？ｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><>sage<>2008/08/25(月) 13:36:28.46 ID:mCXgwrpTO<> http://imepita.jp/20080825/484570 <br>  <br> 島ラーメンじゃ <br> とびうお入ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:38:36.05 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/221" target="_blank">&gt;&gt;221</a> <br> 豪快にトビウオがのってるなｗｗｗ <br>  <br> ちなみに島じゃトビウオの事を方言で「アゴ」って言うｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:38:45.11 ID:dYgU73Ql0<> チャーシューに何入ってるんだ？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:46:27.61 ID:JpsdPbCJ0<> トビウオ食えるの初めて知ったｗ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 13:54:46.41 ID:QEQrj3QjP<> <a href="../test/read.cgi/news4vip/1219553315/224" target="_blank">&gt;&gt;224</a> <br> つ くさや <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 13:59:50.61 ID:2gWtv+LP0<> とびうお　まるごと＝＝＝　すげーな　生きてないか？飛び出るぞ！箸でつかめ！ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 14:00:20.58 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/223" target="_blank">&gt;&gt;223</a> <br> 島をイメージしたチャーシューで、とびうおのすりみが入ってるおｗｗｗ <br>  <br> チャリこいでるけど、車にしかあわねｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 14:16:20.71 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 14:27:28.13 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 14:27:46.80 ID:tID9g9+zO<> 中島みゆきホシュ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 14:38:36.67 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 14:38:54.53 ID:mCXgwrpTO<> <a href="../test/read.cgi/news4vip/1219553315/230" target="_blank">&gt;&gt;230</a> <br> ちょｗｗｗｗ <br>  <br> 雨降ってきたー <br> 35日降ると言われてるだけはあるな <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/25(月) 14:41:33.20 ID:SuaJLQ8o0<> キャーー(￣◇￣)ﾎﾟｹｰ　とびうおーーー <br> 変わった物イパーーーイアプしてぇー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 14:46:42.48 ID:m9WHVP7/O<> <a href="../test/read.cgi/news4vip/1219553315/232" target="_blank">&gt;&gt;232</a> <br> 防水対策は大丈夫かよｗ <br> デジカメの写真楽しみにしてるんだからねっ！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:00:50.60 ID:yL4tO0KG0<> ｱﾎﾞﾊﾞｰ＼(＾o＾)／ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:01:32.03 ID:mCXgwrpTO<> 安房ついたけど、場所分からなくていけないｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:04:27.62 ID:dYgU73Ql0<> <a href="../test/read.cgi/news4vip/1219553315/194" target="_blank">&gt;&gt;194</a>の場所解る？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:05:22.28 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/236" target="_blank">&gt;&gt;236</a> <br> トッピー（高速船）乗り場の側だおｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:06:14.94 ID:mCXgwrpTO<> 今その周辺にいるはずなんだが… <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:06:58.72 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/239" target="_blank">&gt;&gt;239</a> <br> トッピー乗り場は分かる？ｗ <br> そこでもいいぞｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:09:22.52 ID:mCXgwrpTO<> いまうってない？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:10:08.44 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/241" target="_blank">&gt;&gt;241</a> <br> いたｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:10:34.81 ID:dYgU73Ql0<> どーこー？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:10:49.25 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/241" target="_blank">&gt;&gt;241</a> <br> VIPよろｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:11:20.66 ID:mCXgwrpTO<> 誰もいなくてさみしすｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:12:23.54 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/245" target="_blank">&gt;&gt;245</a> <br> おけｗ <br>  <br> いまからスクショあげるｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><>sage<>2008/08/25(月) 15:13:01.89 ID:mCXgwrpTO<> 釣りから帰ってくる人にすげー見られたｗｗｗｗ <br>  <br> ちょーはずいｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:13:10.96 ID:ijlNdzL10<> シルバーと白の軽ワゴンが止まってる辺り <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:15:34.90 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/247" target="_blank">&gt;&gt;247</a> <br> http://imepita.jp/20080825/548100 <br> http://imepita.jp/20080825/548790 <br>  <br> もっと近づいても大丈夫だぞｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:15:50.17 ID:ijlNdzL10<> 港の主かよｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:16:30.43 ID:ijlNdzL10<> ぶっちゃけ今の映像だとサルと大差ねーな <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:17:03.30 ID:Z6YN661W0<> 今堤防の上に座ってる？ｗ <br>  <br> 屋久島に馴染んでるぞｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:18:03.79 ID:Z6YN661W0<> 消えたｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:18:27.34 ID:dYgU73Ql0<> <a href="../test/read.cgi/news4vip/1219553315/249" target="_blank">&gt;&gt;249</a>ＧＪ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:18:34.74 ID:Z6YN661W0<> 頭が見えたｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:24:20.76 ID:dYgU73Ql0<> どこ行った？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:24:43.28 ID:Z6YN661W0<> http://imepita.jp/20080825/553310←港の主？ｗ <br> http://imepita.jp/20080825/553380←猿と変わらんと言われがっくりくるヒグチ <br> http://imepita.jp/20080825/553440←去っていくヒグチ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:25:48.71 ID:Z6YN661W0<> 仕事に戻るｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:25:58.33 ID:dYgU73Ql0<> <a href="../test/read.cgi/news4vip/1219553315/257" target="_blank">&gt;&gt;257</a>ＧＪｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:27:15.87 ID:ijlNdzL10<> <a href="../test/read.cgi/news4vip/1219553315/257" target="_blank">&gt;&gt;257</a> <br> だってサルやんｗｗｗ <>
ヒグチ </b>◆gqzg/l1Wys <b><><>2008/08/25(月) 15:27:42.35 ID:mCXgwrpTO<> 目当ての宿、やはりいっぱいだったｗｗｗ <br>  <br> 今から宿さがしにいくぜｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:28:30.10 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/261" target="_blank">&gt;&gt;261</a> <br> だ～か～ら～ｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:30:23.19 ID:EESUQ2170<> 宿ってそんなにポコポコあるのか、離島で？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:30:59.03 ID:joRSGkdW0<> <a href="../test/read.cgi/news4vip/1219553315/261" target="_blank">&gt;&gt;261</a> <br> 見事なまでに出発時から変わらぬ行き当たりばったりぶり <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:31:40.02 ID:Z6YN661W0<> <a href="../test/read.cgi/news4vip/1219553315/263" target="_blank">&gt;&gt;263</a> <br> 安房には沢山民宿があるらしい <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/25(月) 15:42:25.62 ID:EESUQ2170<> <a href="../test/read.cgi/news4vip/1219553315/265" target="_blank">&gt;&gt;265</a> <br> そうなんだ、なら安心かな。 <>
