以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 22:15:50.05 ID:bma4CqtX0<> 旅人18 ◆SuCC.iRRwgが、青春１８きっぷで本日北海道に上陸しました！！ <br>  <br> 札幌到着後、鬼畜安価だろうがその場所へと目指しますｗｗｗ <br> ただ、一応拒否権はありますけど＼(^o^)／ <br>  <br> 前スレ <br> http://yutori.2ch.net/test/read.cgi/news4vip/1218034599/l50 <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1218/12180/1218034599.dat <br>  <br> 前々スレ <br> http://yutori.2ch.net/test/read.cgi/news4vip/1218022062/l50 <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1218/12180/1218022062.dat <br>  <br> 昨年の旅スレ（同じく１８きっぷで青森から京都まで）  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12050/1205038901.dat  <br>  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12052/1205252128.dat  <br>  <br> http://mimizun.com/search/perl/dattohtml.pl?http://mimizun.com/log/2ch/news4vip/yutori.2ch.net/news4vip/kako/1205/12055/1205512475.dat  <br>  <br>  <>18切符で旅に出たい～青森から北海道に上陸
以下、名無しにかわりましてVIPがお送りします<><>2008/08/07(木) 22:17:13.23 ID:tsSayxEj0<> このスレもう無理じゃね？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 22:00:22.08 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 22:14:54.33 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 22:30:06.45 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 22:43:55.56 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 22:56:49.65 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 23:10:36.89 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 23:23:09.56 ID:VG54/wap0<> ｽﾞｻｰc⌒っﾟДﾟ)っと帰宅 <br> 携帯が復活したらスレ立てたらどーかな？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 23:35:55.51 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/08(金) 23:52:48.66 ID:FzxPbhrw0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 00:06:34.21 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 00:15:21.93 ID:LDUC3GFn0<> 　　☆ <br> ☆　　..☆ <br> 　☆..☆ <br> A STARALLIANCE MEMBER <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 00:35:01.15 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 00:36:24.14 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 00:50:52.04 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 01:05:51.69 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 01:15:07.05 ID:I2BvGgwE0<> ｈ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 01:34:38.27 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 01:57:28.85 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 02:12:26.58 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 02:48:34.05 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 03:31:02.65 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 05:07:30.99 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 06:59:26.12 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 08:40:20.59 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 09:57:19.38 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 10:31:31.12 ID:pwrsKLbg0<> 旭川市民が通りますよ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 11:09:52.38 ID:EHHGlKAS0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 11:36:06.90 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 12:10:56.03 ID:aYMkgj9+0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 12:14:46.70 ID:Zlx4Ka8PO<> 今から稚内に向かいます <br> 保守の人ありがとう <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 12:18:19.89 ID:thoyqe32O<> <a href="../test/read.cgi/news4vip/1218114950/171" target="_blank">&gt;&gt;171</a> <br> 直で行くの？ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 12:21:01.21 ID:Zlx4Ka8PO<> 稚内までの普通がこれが最終みたい <br> そのぶんはやくつくから探索できるよ <>
旅人18 </b>◆SuCC.iRRwg <b><>旭川<>2008/08/09(土) 12:28:46.77 ID:Zlx4Ka8PO<> 旭山にいってきたのでhttp://imepita.jp/20080809/420300 <br> http://imepita.jp/20080809/420580 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 12:41:10.26 ID:8uCRASJN0<> おぉ <br> 俺もGWに一人で旭山いったぜ <br>  <br> 稚内も行きたかったのだが＞＜ <br> ガンガレ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 12:42:46.59 ID:aYMkgj9+0<> お　携帯つながったか <br> これから圏外多そうだな　自動で保守ってるぜ <br> トラもライオンもぐったりしてるｗｗｗ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 12:54:35.51 ID:Zlx4Ka8PO<> <a href="../test/read.cgi/news4vip/1218114950/175" target="_blank">&gt;&gt;175</a>稚内レポートするよガンガル <br> <a href="../test/read.cgi/news4vip/1218114950/176" target="_blank">&gt;&gt;176</a>まだつならがりづらいけどなんとかなるさ！ <br> http://imepita.jp/20080809/421040 <br> http://imepita.jp/20080809/421400 <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 13:20:18.60 ID:Zlx4Ka8PO<> http://imepita.jp/20080809/451940 <br> http://imepita.jp/20080809/451220 <br> クマー <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 13:21:00.68 ID:aYMkgj9+0<> 　,､＿,､ <br> 　ｌ ﾟ(･)ﾟｌ　ミニｸﾏ－! <br> 　lつﾞ"/) <br> 　.l/),,） <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 13:39:17.56 ID:Zlx4Ka8PO<> http://imepita.jp/20080809/481550 <br> http://imepita.jp/20080809/481040 <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 14:11:20.75 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 14:13:13.94 ID:mB3Kaj9Y0<> 北海道&東日本パスは既出？ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 14:33:17.09 ID:Zlx4Ka8PO<> <a href="../test/read.cgi/news4vip/1218114950/182" target="_blank">&gt;&gt;182</a>スレででたかわからないけど知ってた <br> 知ったの18切符かったあとだけどな！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 15:07:07.64 ID:aYMkgj9+0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 15:16:55.18 ID:Zlx4Ka8PO<> http://imepita.jp/20080809/548990 <br> 1時間半停車とかもうね <br> なんにもないし <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 15:40:24.66 ID:aYMkgj9+0<> 地図見たら駅前に道の駅あるみたいだぞ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 15:45:38.95 ID:aYMkgj9+0<> 道の駅　おといねっぷ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 15:46:33.24 ID:Zlx4Ka8PO<> 川しかみてなかった <br> みてくる <br> http://imepita.jp/20080809/566930 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 16:13:38.94 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 16:36:57.73 ID:aYMkgj9+0<> そろそろ出発だな <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 16:56:56.08 ID:Zlx4Ka8PO<> ここまでくるとなんにもないな <br> 民家もほとんどない <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 16:58:24.06 ID:aYMkgj9+0<> 道の駅見てきた？ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 17:11:51.87 ID:Zlx4Ka8PO<> みてきたかなり大きかったな <br> バイクで旅してるぽい人がけっこういたな <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 17:38:17.59 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 17:59:54.03 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 18:23:18.98 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 18:46:42.16 ID:aYMkgj9+0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/09(土) 18:49:32.96 ID:Zlx4Ka8PO<> 宿についた！ <br> 今からでも北端いけっかな？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 19:11:51.53 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 19:33:26.58 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 19:56:47.87 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 19:58:47.80 ID:9cU6aYX+O<> なにこのｸｵﾘﾃｨの欠片もないスレ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 20:21:16.51 ID:5v7cOKi10<> やっぱ涼しいの？ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 20:26:39.53 ID:QO32YFU40<> 今日の北海道は涼しいね <br> もう秋の気配だな <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 20:29:11.56 ID:Zlx4Ka8PO<> 風が強くて <br> ちょっと寒いくらい <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 20:43:30.19 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:03:17.44 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:05:43.95 ID:5v7cOKi10<> Gいないしいいな <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:20:47.21 ID:v/D89BBGO<> ａｕ重いけどがんがれ (｀･ω･´) <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 21:22:20.99 ID:Zlx4Ka8PO<> 安価できるだけ人いるかな？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:35:56.44 ID:v/D89BBGO<> 自動☆さんのおかげで落ちないけど安価は厳しいな <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:36:46.13 ID:thoyqe32O<> 北島の予選が＼(^o^)／ｵﾜﾀら、あつまってくるよ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:38:24.21 ID:v/D89BBGO<> ちょｗみんなオリンピック見てるのか <br> 全く興味ないぜ ('A`) <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 21:53:40.09 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:08:02.21 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:22:25.01 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:36:49.92 ID:aYMkgj9+0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 22:40:33.25 ID:Zlx4Ka8PO<> 安価駄目ぽいな <br> 人いないね <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:43:58.49 ID:euWLCSG60<> 人いますがｗｗｗ <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:45:12.96 ID:thoyqe32O<> 稚内にいるのかい？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:50:24.71 ID:euWLCSG60<> 旧白滝 <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 22:50:45.81 ID:Zlx4Ka8PO<> <a href="../test/read.cgi/news4vip/1218114950/219" target="_blank">&gt;&gt;219</a>もうちょいひといないとね <br> <a href="../test/read.cgi/news4vip/1218114950/220" target="_blank">&gt;&gt;220</a>南稚内にいるよ、明日の朝最北端にむかう <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 22:55:31.43 ID:euWLCSG60<> １４１２　稚内発 <br> ２００８　新旭川着 <br>  <br> ２０５５　新旭川発 <br> ２１１４　当麻着 <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 23:06:39.45 ID:6dGlAC2k0<> おれも来週宗谷岬いくつもりなんだ <br>  <br> れぽ楽しみにしてるぜ <br>  <br>  <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 23:09:19.95 ID:aYMkgj9+0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 23:19:47.19 ID:Zlx4Ka8PO<> <a href="../test/read.cgi/news4vip/1218114950/224" target="_blank">&gt;&gt;224</a>バスとかの時間に気をつけて <br> 俺は30分しかいれないみたい <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 23:21:37.02 ID:euWLCSG60<> <a href="../test/read.cgi/news4vip/1218114950/226" target="_blank">&gt;&gt;226</a> <br> 何時の電車に乗るの？ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 23:25:30.41 ID:6dGlAC2k0<> <a href="../test/read.cgi/news4vip/1218114950/226" target="_blank">&gt;&gt;226</a> <br> ちょっと前に立てた計画 <br> 札幌　　　　721  <br> 網走 1246 <br> 稚内 1328/1345  <br> 宗谷岬 1431/1508  <br> 稚内 1600/1651 <br> 札幌 2150 <br> おれも30分だったｗ <br>  <br> でもなんもないし別にそれでよくないか？ <br> 行ったということ自体に価値があるよ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 23:25:35.53 ID:Zlx4Ka8PO<> 11時頃のやつ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 23:34:40.99 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 23:36:07.47 ID:euWLCSG60<> <a href="../test/read.cgi/news4vip/1218114950/228" target="_blank">&gt;&gt;228</a> <br> それは一日で？ <br> すべて普通？ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/09(土) 23:36:59.68 ID:Zlx4Ka8PO<> 最北端にいった事実が大事ってことだよな <br> 綺麗な景色が見れば満足だ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/09(土) 23:41:53.90 ID:6dGlAC2k0<> <a href="../test/read.cgi/news4vip/1218114950/231" target="_blank">&gt;&gt;231</a> <br> 行き帰りオホーツクつかってる <br>  <>
233<>sage<>2008/08/09(土) 23:43:22.84 ID:6dGlAC2k0<> スーパー宗谷　だった　訂正します <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/09(土) 23:50:56.75 ID:aYMkgj9+0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 00:05:27.53 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 00:18:06.28 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 00:30:51.18 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 00:45:51.37 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 01:02:09.80 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 01:18:24.63 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 01:36:27.57 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 01:58:08.45 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 02:23:20.85 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 02:50:12.50 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 03:22:26.81 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 03:28:52.61 ID:J72xd6G70<> 保守乙 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 03:50:22.77 ID:J72xd6G70<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 04:12:59.84 ID:oKKhghzj0<> ho <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 04:31:03.78 ID:J72xd6G70<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 05:00:16.93 ID:J72xd6G70<> 「それでも（沢山）守りたいスレがあるんだっ」  <br> http://web1.nazca.co.jp/despair/hosyu/  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/10(日) 05:51:40.43 ID:chD386kIO<> 人いない人いないって  <br> おもしろくないんだから当たり前じゃん  <br> おもしろいスレなら自然に人が集まってくるだろ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 06:28:44.05 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 08:13:17.67 ID:PHR9kGzQ0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><><>2008/08/10(日) 08:22:35.07 ID:SEJSmV+OO<> 出発します <br> 南稚内駅前より宗谷岬まで約30キロをバスで移動します <br> 40～50分でつく予定 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 08:53:59.32 ID:pbso40t0O<> <a href="../test/read.cgi/news4vip/1218114950/255" target="_blank">&gt;&gt;255</a> <br> いい景色のうpお願いします <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 09:29:06.98 ID:SEJSmV+OO<> 最北端の石碑 <br> http://imepita.jp/20080810/339650 <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 09:32:50.84 ID:SEJSmV+OO<> http://imepita.jp/20080810/342560 <br> http://imepita.jp/20080810/342260 <br> 海が綺麗  <br> すんでる <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 09:35:08.04 ID:SEJSmV+OO<> 小高い丘の上から <br> http://imepita.jp/20080810/344210 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 09:56:04.90 ID:PHR9kGzQ0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 10:02:39.79 ID:SEJSmV+OO<> 最北端にたつ像 <br> 間宮林蔵 <br> http://imepita.jp/20080810/359230 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 10:16:30.65 ID:OV06a9tE0<> いい風景だね・・・ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 10:29:45.66 ID:SEJSmV+OO<> http://imepita.jp/20080810/376580 <br> 丘の上の風車 <br> 清々しい気分になるよ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/10(日) 10:38:13.38 ID:WR6InnDb0<> 天気いいせいか <br> なまら綺麗だな <br>  <br>  <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 10:45:28.97 ID:SEJSmV+OO<> http://imepita.jp/20080810/385760 <br> http://imepita.jp/20080810/385260 <br>  <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/10(日) 10:51:17.58 ID:WR6InnDb0<> 最北端証明書みたいなの売ってる？ <br> あと、観光客の構成はどう？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 10:56:00.95 ID:k4bjDv8V0<> おはよー <br> 綺麗な海だなぁ <br> 最北端の気分はどうよ？ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 11:11:14.13 ID:SEJSmV+OO<> <a href="../test/read.cgi/news4vip/1218114950/266" target="_blank">&gt;&gt;266</a>百円で売ってたバイクや自転車の人が多かったね <br> 家族づれとかもいたけど <br> <a href="../test/read.cgi/news4vip/1218114950/267" target="_blank">&gt;&gt;267</a>電気もいいし本当に清々しい気分になる <br> 達成感があるよ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 11:37:21.35 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 12:18:16.42 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 12:55:45.31 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 13:27:51.22 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 14:00:02.52 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 14:30:29.94 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 14:44:33.19 ID:smuEW5+y0<> 首都圏から函館まで18切符でイクとどれぐらいかかる？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 15:11:41.55 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 15:40:20.13 ID:PHR9kGzQ0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 15:40:28.39 ID:SEJSmV+OO<> 東日本パスのほうがいいよ <br> 1日かかるみたい <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 16:10:47.44 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 16:14:52.08 ID:smuEW5+y0<> <a href="../test/read.cgi/news4vip/1218114950/278" target="_blank">&gt;&gt;278</a> <br> とんくす <br>  <br>  <br> そうかぁ昨晩飲みに行かないで旅立つべきだった。 <br> 失敗したなぁ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 16:43:01.48 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 17:11:38.02 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 17:42:06.44 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 18:08:56.10 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 18:32:12.60 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 18:57:15.81 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 19:18:41.39 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 19:40:12.24 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 19:59:58.17 ID:PHR9kGzQ0<> ☆ <>
旅人18 </b>◆SuCC.iRRwg <b><>sage<>2008/08/10(日) 20:13:25.74 ID:SEJSmV+OO<> 書き込むことが困難な状況になりました <br> 明日帰路につくのでレポートできないとおもいます <br> このまま落としてください <br> 最後までgdgdで申し訳ない <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 20:16:03.65 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 20:33:59.59 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 20:48:22.21 ID:PHR9kGzQ0<> ☆ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/10(日) 20:54:43.61 ID:PHR9kGzQ0<> <a href="../test/read.cgi/news4vip/1218114950/290" target="_blank">&gt;&gt;290</a> <br> 了解　あと一時間ちょいで三日落ちだけどね <br> 電波や通信の悪い中乙　最北端の写真ありがとう <br> 帰路気を付けてな　ﾉｼ <>
