うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/05(火) 18:48:02.92 ID:IJ5UBTSho<>そんなスレの避難所の2 <br>  <br> ※前スレ <br> http://ex14.vip2ch.com/test/read.cgi/part4vip/1355104083/<>うなぎパイってコテハンが旅したりするスレの避難所★２
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:15:41.89 ID:qd2MVVgRO<> いちょつ！ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:24:32.94 ID:6EAboYmr0<> 以前､3のくせに｢2get｣と書き込んでしまい､  <br> ｢2000万年ROMってろ!｣と言われてしまった者です｡  <br> 言われた通り2000万年間､沢山沢山ROMりました｡  <br> 猿から人類への進化…  <br> 途中､｢ｶﾞｯﾄﾊﾌﾞｸﾞﾌｰﾝ?｣と書き込んだｼﾞｬﾜ原人に反論しそうになったりもしましたが､ 言いつけを固く守り､唇を咬んでROMに徹しました｡  <br> そして現れては消えていく文明｡数え切れないほどの戦争…生と死､生と死｡  <br> 2000万年経った今､晴れて縛め(いましめ)を解かれた私(わたくし)が､  <br> 2get出来るﾁｬﾝｽに今っ!恵まれました｡  <br> 感動で…私の胸は張り裂けんばかりです｡  <br> 卑弥呼女王､見てますか?  <br> 義経様、清盛様見てますか？  <br> 信長様、秀吉様、家康様 見てますか？  <br> それでは､2000万年の歴史の重みと共に､  <br> ｷｰﾎﾞｰﾄﾞを叩き壊すほどの情熱をもって打ち込ませていただきます｡  <br> 2get  <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/05(火) 19:36:50.03 ID:n32m3i78o<> &gt;3 <br> 2001万年ROMってろ！！！ <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/23(土) 02:46:55.51 ID:eJw9uSlTo<> &gt;&gt;407 <br> 乙です。ちゃんと管理できなくて、すまそ＞＜ <br> ローカルでは今までの分は全部保管してるから、 <br> zipで固めて適当なロダに上げようかと思ってたところです。 <br> せっかくなので、地図のページからもリンク貼っときます。 <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/23(土) 07:14:10.46 ID:GkttTdVKO<> 誰か「18切符」入れてスレ立ててください！、おなしゃっす！ <>
プーチン</b> ◆2RTLhMVf3c<b><><>2013/03/23(土) 07:15:10.54 ID:CkAfaSsqo<> &gt;&gt;411 <br> やってみる！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/23(土) 07:17:37.31 ID:CkAfaSsqo<> 18切符で江差に行って鰊そば食べる <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1363990610/ <br>  <br> コテ外し忘れた…ごめんなさい <>
以下、VIPにかわりましてパー速民がお送りします</b>(チベット自治区)<b><><>2013/03/23(土) 08:34:27.38 ID:AfFCDLGpo<> チンプレーだな <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/23(土) 13:13:09.51 ID:AglxwEpko<> 51 ：以下、名無しにかわりましてVIPがお送りします [] ：2013/03/23(土) 05:52:26.35 ID:UecDTAcs0 (1/4) [PC] <br> 母島もいこうぜ <br>  <br>  <br> 101 ：以下、名無しにかわりましてVIPがお送りします [] ：2013/03/23(土) 06:48:22.10 ID:UecDTAcs0 (2/4) [PC] <br> &gt;&gt;96 <br> そういうところの3分って結構長いと思う <br> 寝台列車でボタン押した間だけ出るタイプのシャワー使ったけど半分くらい余る <br>  <br>  <br> 104 ：以下、名無しにかわりましてVIPがお送りします [] ：2013/03/23(土) 06:50:44.35 ID:UecDTAcs0 (3/4) [PC] <br> うなぎさんはまだか <br>  <br>  <br> 113 ：以下、名無しにかわりましてVIPがお送りします [] ：2013/03/23(土) 07:00:56.49 ID:UecDTAcs0 (4/4) [PC] <br> &gt;&gt;109 <br> そんなもんだよ <br> 寝台列車のやつも300円だったし <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/23(土) 22:00:59.60 ID:eJw9uSlTo<> ●3月22日の本スレ <br> 18切符で江差に行って鰊そば食べる <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1363990610/ <br>  <br> ●3月22日の移動（発着時刻は全て定刻で表記） <br> 　青森08:05→08:43蟹田　27.0km（津軽線） <br> 　蟹田10:00→10:55木古内　92.2km（津軽線・海峡線　スーパー白鳥95号） <br> 　木古内11:48→12:55江差　42.1km（江差線） <br> 　江差16:16→木古内17:22　42.1km（江差線） <br> 　木古内19:03→20:18函館　41.2km（江差線・函館本線） <br>  <br> 移動距離：鉄道244.6km <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/23(土) 22:01:44.49 ID:eJw9uSlTo<> &gt;&gt;416 <br> 日付間違えた＞＜ <br> やり直し <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/23(土) 22:02:58.49 ID:eJw9uSlTo<> ●3月23日の本スレ <br> 18切符で江差に行って鰊そば食べる <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1363990610/ <br>  <br> ●3月23日の移動（発着時刻は全て定刻で表記） <br> 　青森08:05→08:43蟹田　27.0km（津軽線） <br> 　蟹田10:00→10:55木古内　92.2km（津軽線・海峡線　スーパー白鳥95号） <br> 　木古内11:48→12:55江差　42.1km（江差線） <br> 　江差16:16→木古内17:22　42.1km（江差線） <br> 　木古内19:03→20:18函館　41.2km（江差線・函館本線） <br>  <br> 移動距離：鉄道244.6km <>
以下、VIPにかわりましてパー速民がお送りします<>saga<>2013/03/23(土) 22:03:43.26 ID:eJw9uSlTo<> ●これまでの移動ルート（簡略版。詳細は「まとめ」参照） <br> (01)松戸→（北千住）→西日暮里→田端→（東十条）→大宮→川越→高麗川→高崎→水上→ <br> 　　→越後川口→十日町→戸狩野沢温泉→長野　385.0km <br> (02)長野→直江津→糸魚川→南小谷→松本→中津川→多治見→美濃太田→岐阜　416.2km <br> (03)岐阜→名古屋→亀山→柘植→草津→京都→園部→福知山　257.6km <br> (04)福知山→和田山→寺前→姫路→播磨新宮→佐用→津山→美作加茂→智頭→鳥取　255.9km <br> (05)鳥取→伯耆大山→総社→（吉備津）→岡山→宇野→（フェリー）→高松　鉄道268.8km　フェリー21km <br> (06)高松→オレンジタウン→引田→池谷→鳴門→徳島→阿波池田→高知　248.2km <br> (07)高知→窪川→若井→宇和島→八幡浜→下灘→八幡浜　269.9km <br> (08)八幡浜→（フェリー）→別府→大分→豊後竹田→阿蘇→立野→南阿蘇水の生まれる里白水高原→ <br> 　　→立野→肥後大津→熊本→鳥栖→◎佐賀　鉄道293.1km　フェリー89km <br> (09)佐賀→肥前山口→有田→伊万里→（たびら平戸口）→佐世保→（大村）→諫早→多比良町→ <br> 　　→（フェリー）→長洲→熊本→花畑町　鉄道262.3km　フェリー14km <br> (10)花畑町→熊本→三角→宇土→八代→人吉→◎大畑→吉松→隼人→鹿児島→（フェリー）→ <br> 　　→桜島港→鹿児島港→（スネークの車）→鹿児島中央　鉄道241.6km　フェリー7.2km <br> (11)鹿児島中央→指宿→◎西大山→枕崎→（バス）→伊集院→川内→八代→熊本→通町筋　鉄道272.4km　バス55.1km <br> (12)通町筋→熊本→鳥栖→原田→桂川→直方→折尾→門司港→（徒歩）→下関→小串→長門市→厚狭→小野田→妻崎　326.4km <br> (13)妻崎→宇部新川→新山口→山口→益田→江津→三次→広島　362.4km <br> (14)広島→広→三原→尾道→福山→府中→塩町→備後落合→備中神代→米子　358.6km <br> (15)米子→境港→米子→鳥取→智頭→津山→岡山　260.6km <br> (16)岡山→播州赤穂→姫路→寺前→和田山→福知山→園部→京都→（バス）→五条坂→（バス）→京都駅前→ <br> 　　→（バス）→四条河原町→（徒歩）→河原町三条→（バス）→京都駅前　鉄道270.1km　バス11.0km <br> (17)京都→米原→大垣→豊橋→高塚→浜松→静岡→富士→富士宮→甲府→竜王　460.3km <br> (18)竜王→立川→新宿→上野→松戸→新松戸→南浦和→大宮→行田→熊谷→高崎→新前橋　280.3km <br> (19)新前橋→小山→水戸→郡山→仙台　418.6km <br> (20)仙台→山形→新庄→余目→酒田→秋田→大館→青森　470.1km <br>  <br> （続く） <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/23(土) 22:04:28.77 ID:eJw9uSlTo<> &gt;&gt;419 <br>  <br> (21)青森→蟹田→木古内→◎江差→木古内→函館　244.6km <br>  <br> 次の目的地は、様似（北海道・日高本線） <br>  <br> ●通算移動距離（鉄道は乗車区間の営業キロ、バス・フェリーは概算運行距離） <br> 　鉄道：6,623.0km　　バス66.1km　　フェリー：131.2km　　合計：6,820.3km <>
以下、VIPにかわりましてパー速民がお送りします</b>(愛知県)<b><><>2013/03/23(土) 22:20:06.54 ID:jhjR4q7W0<> 函館線の七飯ー大沼の駅の無いほうは、函館発6:00と13:20と17:25の普通列車が走っているので参考にしてください <br>  <br>  <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/24(日) 07:39:31.70 ID:G2q541dYO<> また、立てられない「18切符」「様似」入れて誰かおなしゃす <br>  <br> &gt;&gt;419 <br> あ、いつもありがとうございます！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/24(日) 07:39:59.73 ID:RRr2eXaco<> &gt;&gt;422 <br> ちょっと待っててね <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/24(日) 07:41:55.69 ID:RRr2eXaco<> お待たせ！ <br>  <br> 青春18切符で様似に行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364078488/ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/24(日) 20:35:49.64 ID:ehDe/zeco<> ●3月24日の本スレ <br> 青春18切符で様似に行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364078488/ <br>  <br> ●3月24日の移動（発着時刻は全て定刻で表記） <br> 　函館10:45→12:06森　49.5km（函館本線　仁山・大沼公園経由） <br> 　森13:29→14:47長万部　62.8km（函館本線） <br> 　長万部16:33→19:13小樽　140.2km（函館本線） <br> 　小樽19:28→20:13札幌　33.8km（函館本線） <br>  <br> 移動距離：鉄道286.3km <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/24(日) 20:36:33.71 ID:ehDe/zeco<> &gt;&gt;419 <br>  <br> (21)青森→蟹田→木古内→◎江差→木古内→函館　244.6km <br> (22)函館→（仁山・大沼公園）→森→長万部→小樽→札幌　286.3km <br>  <br> 次の目的地は、様似（北海道・日高本線） <br>  <br> ●通算移動距離（鉄道は乗車区間の営業キロ、バス・フェリーは概算運行距離） <br> 　鉄道：6,909.3km　　バス66.1km　　フェリー：131.2km　　合計：7,106.6km <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/25(月) 06:38:22.31 ID:JfinIyJpO<> ネカフェきら立てられた！ <br>  <br> 18切符で襟裳の春は本当に何もない春なのか確認しに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364157951/ <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/25(月) 12:13:52.32 ID:CnfgLUIkO<> まとめの方、いつも乙です。 <br>  <br> うなこんちは。 <br> 規制で書き込めないから、パー速から応援。 <br>  <br> うちも来週、北海道行くよ！ <br> どんだけ試されるのか、予習してますｗｗ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/25(月) 20:43:17.45 ID:Xaxm/hbp0<> なんだ、今札幌にいるんか <br>  <br> またスネークしようかぬｗｗｗｗ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/25(月) 20:58:14.40 ID:JfinIyJpO<> &gt;&gt;429 <br> 帯広やで <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/25(月) 21:10:21.63 ID:BujSAm8xo<> まとめの人、地図の人いつもおつおつ！です <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/25(月) 21:13:44.67 ID:Ct416r/q0<> はじめまして。  <br>  先ほど完走したスレのレスを参考に、wikiの資材置き場に「うなパイスレの傾向」「うなパイスレ住民の一日」を追加しました。  <br>  編集して頂ければ幸いです。 <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 00:11:19.22 ID:r/tyKN4J0<> 俺は来週から日本の陰部へ行って来る <br> 砂丘見たいしヒルズに連泊予定 <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 00:29:19.82 ID:EPJSPlNSo<> ヒルズ族… <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><>sage<>2013/03/26(火) 00:35:32.85 ID:pJxY0Znho<> 自分も2週間前に砂丘見に行くためにヒルズ族になったぜ <br>  <br> 今日の地図 <br> http://i.imgur.com/D0zf1mL.png <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 00:56:37.19 ID:EPJSPlNSo<> しゅごい、このスレ、ヒルズ族がいっぱい…！ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 04:23:08.27 ID:i0aoY/Sso<> ヒルズ族って東京都でないヒルズ族なん？ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 04:24:02.17 ID:kkTDxePBo<> 東京の西東京市にはヒバリーヒルズってとこがあるんよ <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/26(火) 04:29:06.97 ID:4oUcc35do<> ヒバリーヒルズは宝塚の近く <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/26(火) 07:21:47.12 ID:oEF+Z7cYO<> また立てられなかった… <br> 「18切符」「室蘭」入れてかっこ良いスレタイで頼む！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/26(火) 07:24:44.92 ID:ngakQk9Go<> &gt;&gt;440 <br> やってみる <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/26(火) 07:27:00.85 ID:ngakQk9Go<> おまたせー <br>  <br> 青春18切符で室蘭の地球岬へ行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364250396/ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/26(火) 10:34:01.91 ID:jY/VxaYro<> &gt;&gt;442 <br> プーチンスレ立て乙だけど <br> 地球岬に行くのかは決まってないのに <br> スレタイに入れるのはちと先走りかも <br>  <br>  <br>  <br> まあ行くことになりそうだけどｗｗｗｗ <br>  <br>  <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/26(火) 12:51:07.77 ID:DveHYey3O<> &gt;&gt;443 <br> すまんこ <br> イケメンのうなぎパイさんには、試される大地の岬巡りが似合うと思うの <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/26(火) 16:21:51.26 ID:5HlJo73uo<> &gt;&gt;444 <br> 地球岬の景色は素晴らしいからねー！ <br> ぜひ行って欲しかった <br> 夏に行ってもらおう！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(大阪府)<b><><>2013/03/26(火) 20:59:19.48 ID:nFi0PS9To<> ●3月25日の本スレ <br> 18切符で襟裳の春は本当に何もない春なのか確認しに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364157951/ <br>  <br> ●3月25日の移動（発着時刻は全て定刻で表記） <br> 　札幌06:08→07:17苫小牧　71.2km（函館本線・千歳線・室蘭本線） <br> 　苫小牧08:00→11:19様似　146.5km（日高本線） <br> 　様似駅11:35→12:29えりも岬　36.8km（ジェイ・アール北海道バス　日勝線）(*1) <br> 　えりも岬14:54→15:50広尾　45.6km（ジェイ・アール北海道バス　日勝線）(*1) <br> 　広尾16:17→18:34帯広駅BT　84.5km（十勝バス　広尾線）(*2) <br>  <br> 移動距離：鉄道217.7km　バス166.9km　合計384.6km <br>  <br> *1　路線名・発着時刻（標準時刻）は、ｼﾞｪｲ･ｱｰﾙ北海道バスのサイトに掲載の情報及び時刻表、 <br> 　　距離は、同時刻表とGoogleMapのルート検索に基づく。 <br> *2　路線名・発着時刻（標準時刻）・距離（営業キロ）は、十勝バスのサイトの時刻・運賃検索に基づく。 <>
以下、VIPにかわりましてパー速民がお送りします</b>(大阪府)<b><><>2013/03/26(火) 21:00:20.16 ID:nFi0PS9To<> ●3月26日の本スレ <br> 青春18切符で室蘭の地球岬へ行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364250396/ <br>  <br> ●3月26日の移動（発着時刻は全て定刻で表記） <br> 　帯広09:20→10:05新得　43.8km（根室本線） <br> 　新得12:05→13:02新夕張　89.4km（石勝線　スーパーとかち4号）(*1) <br> 　新夕張13:05→13:58南千歳　43.0km（石勝線） <br> 　南千歳14:02→14:26苫小牧　27.2km（千歳線・室蘭本線） <br> 　苫小牧14:42→15:55東室蘭　58.0km（室蘭本線） <br> 　東室蘭16:23→16:35室蘭　7.0km（室蘭本線） <br> 　室蘭19:00→19:13東室蘭　7.0km（室蘭本線） <br>  <br> 移動距離：鉄道275.4km <br> *1　特例区間乗車 <>
以下、VIPにかわりましてパー速民がお送りします</b>(大阪府)<b><><>2013/03/26(火) 21:01:10.02 ID:nFi0PS9To<> &gt;&gt;419 <br>  <br> (21)青森→蟹田→木古内→◎江差→木古内→函館　244.6km <br> (22)函館→（仁山・大沼公園）→森→長万部→小樽→札幌　286.3km <br> (23)札幌→苫小牧→◎様似→（バス）→えりも岬→（バス）→広尾→（バス）→帯広　鉄道217.7km　バス166.9km <br> (24)帯広→新得→新夕張→南千歳→苫小牧→東室蘭→室蘭→東室蘭　275.4km <br>  <br> 次の目的地は、常陸太田（茨城県・水郡線） <br>  <br> ●通算移動距離（鉄道は乗車区間の営業キロ、バス・フェリーは概算運行距離） <br> 　鉄道：7,402.4km　　バス233.0km　　フェリー：131.2km　　合計：7,766.6km <>
以下、VIPにかわりましてパー速民がお送りします</b>(大阪府)<b><><>2013/03/26(火) 21:02:52.69 ID:nFi0PS9To<> &gt;&gt;432 <br> 乙です。スネーク情報の下までageといたよ。 <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/26(火) 21:17:13.20 ID:iQlawmT4o<> &gt;&gt;448 <br> こっちもあざっす！！ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 21:21:23.04 ID:JMRgAugo0<> 本スレの最後の流れにワロタ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/26(火) 21:58:33.19 ID:W424oM9Wo<> &gt;&gt;446-448 <br> おつおつ！です <br>  <br> 明日の安価… <br> 先ずは道内の駅→そこを経由→常陸太田になったらいいな（個人的希望） <br>  <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 22:59:25.52 ID:Rd9SFF/Lo<> &gt;&gt;446 <br> 様似→えりも岬のバスの距離を訂正。経由地を一つ落としてた。 <br>  <br> ●3月25日の本スレ <br> 18切符で襟裳の春は本当に何もない春なのか確認しに行く <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364157951/ <br>  <br> ●3月25日の移動（発着時刻は全て定刻で表記） <br> 　札幌06:08→07:17苫小牧　71.2km（函館本線・千歳線・室蘭本線） <br> 　苫小牧08:00→11:19様似　146.5km（日高本線） <br> 　様似駅11:35→12:29えりも岬　39.0km（ジェイ・アール北海道バス　日勝線　アポイ山荘経由）(*1) <br> 　えりも岬14:54→15:50広尾　45.6km（ジェイ・アール北海道バス　日勝線）(*1) <br> 　広尾16:17→18:34帯広駅BT　84.5km（十勝バス　広尾線）(*2) <br>  <br> 移動距離：鉄道217.7km　バス169.1km　合計386.8km <br> *1　路線名・発着時刻（標準時刻）は、ｼﾞｪｲ･ｱｰﾙ北海道バスのサイトに掲載の情報及び時刻表、距離は、同時刻表とGoogleMapのルート検索に基づく。 <br> *2　路線名・発着時刻（標準時刻）・距離（営業キロ）は、十勝バスのサイトの時刻・運賃検索に基づく。 <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/26(火) 23:02:04.04 ID:Rd9SFF/Lo<> &gt;&gt;448 <br> &gt;&gt;419 <br>  <br> (21)青森→蟹田→木古内→◎江差→木古内→函館　244.6km <br> (22)函館→（仁山・大沼公園）→森→長万部→小樽→札幌　286.3km <br> (23)札幌→苫小牧→◎様似→（バス）→えりも岬→（バス）→広尾→（バス）→帯広　鉄道217.7km　バス169.1km <br> (24)帯広→新得→新夕張→南千歳→苫小牧→東室蘭→◎室蘭→東室蘭　275.4km <br>  <br> 次の目的地は、常陸太田（茨城県・水郡線） <br>  <br> ●通算移動距離（鉄道は乗車区間の営業キロ、バス・フェリーは概算運行距離） <br> 　鉄道：7,402.4km　　バス235.2km　　フェリー：131.2km　　合計：7,768.8km <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/26(火) 23:21:16.83 ID:rU6uGXk/O<> まとめの方、いつも乙です。 <br>  <br> うなパイ乙！ <br> 北海道満喫して、常陸太田までガンバ！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 00:14:00.05 ID:ouLVM+xWo<> ぁたしJCだけど…おっさんの期末は忙しい <br> ログまとめて見るの楽しみだから勢いあげてたくさん独り言してよねっ☆(ゝω･)vｷｬﾋﾟ <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/27(水) 01:40:55.02 ID:EDhedcu4o<> JC＝じいちゃん <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/27(水) 06:14:12.75 ID:Sa+/OR0io<> 18切符と北海道東日本パスで遊ぶスレ <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364332404/ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 10:18:03.38 ID:tb2+63A9o<> なんか怖いお(´･ω･`) <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/27(水) 10:23:54.59 ID:SLyiqUzBO<> &gt;&gt;459 <br> 女の子かなー？ <br>  <br> 君は僕が守る！ <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 10:26:30.30 ID:A9nkQGsY0<> つまらなすぎてアンチにも嵐にも相手にされないのかと思ってた <br> 来てくれて良かったね <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 11:01:58.53 ID:WIhu200UO<> うん、ひつこくて、 <br> かなり怖い。・゜・(ノД`)・゜・。 <br>  <br> こっちにまで来ないよな？ <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 11:08:39.99 ID:WIhu200UO<> あ・・・ <br> アボンが少なくなったｗｗ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/27(水) 11:22:11.49 ID:SLyiqUzBO<> &gt;&gt;461 <br> 良かった良かったｗｗｗｗｗｗｗｗ <br>  <br> &gt;&gt;462 <br> 確かに今回のは頑張ってるな <br>  <br> &gt;&gt;463 <br> また増えたｗｗｗｗｗｗ <>
以下、VIPにかわりましてパー速民がお送りします</b>(岩手県)<b><>sage<>2013/03/27(水) 12:46:20.16 ID:FI0L6H21o<> あれだけの情熱があれば自分で安価旅して人気者になれるのに <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 13:37:39.66 ID:WIhu200UO<> 余計なお世話かもですが、 <br> うなパイ親や地震の事やら持ち出して。 <br> 通報してもよくね？ <br> あと、まとめの方も後々の事考慮して <br> 今だけ編集可を不可にしてはどうでしょうか？ <br> 忙しいのにすみません、いつも乙です。 <br>  <br> 硫酸やら塩酸ぶっかけコエーorz <br> 気をつけて旅続けてね。 <br>  <br> うなパイ、余計なお節介やいてごめん。 <br>  <br>  <>
以下、VIPに変わりましてパー速民がお送りします<>sage<>2013/03/27(水) 13:48:03.95 ID:XG/YoKCjo<> 反応されるのが嬉しいのだから徹底スルーが原則 <br> ここも監視してるだろうからこうやって話題になる事が喜びになってるよ <br> 透明あぼんしてスルーがいいよ <>
以下、VIPにかわりましてパー速民がお送りします</b>(東京都)<b><>sage<>2013/03/27(水) 13:49:56.44 ID:JnWleORAo<> 春だからね。 <br> お医者さんも大変だw <>
以下、VIPにかわりましてパー速民がお送りします</b>(関西地方)<b><><>2013/03/27(水) 13:50:55.46 ID:5DofY2Qgo<> 信者が煽りまくってて都合が悪くなったら通報(笑) <br> さすがお花畑だわ <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/27(水) 13:51:38.96 ID:SLyiqUzBO<> &gt;&gt;466 <br> 体力ないって言っても28歳の男だから心配はしてないんだけど、親とか出されると怖いな… <br> 通報出来る人がいたらしちゃって… <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/27(水) 13:54:08.76 ID:2M6xlIPDO<> ばななのほうへ行ってくれればなな <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 13:57:45.52 ID:9ErVF+ODO<> おまえが観光してもおもしろくないからイラネ <br> 観光地がおもしろくないと思われるから迷惑 <>
うなぎパイ</b> ◆IBqhLpTi1Y<b><><>2013/03/27(水) 13:57:57.32 ID:SLyiqUzBO<> &gt;&gt;471 <br> ジョークでもそういう事言っちゃダメ！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(東京都)<b><>sage<>2013/03/27(水) 14:02:51.40 ID:JnWleORAo<> 悲しい気分でジョーク <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 14:03:18.18 ID:V3Upau5H0<> &gt;&gt;470 <br> スレでも指摘されてるがこいつキチガイのふりしてるただのキモオタだから大丈夫だろー <br> あぼーんでおｋ断言してもいいがコイツにリアルで何かする度胸はない <>
以下、VIPにかわりましてパー速民がお送りします<><>2013/03/27(水) 14:11:26.22 ID:2M6xlIPDO<> 次のスレで立ち入り禁止にしたら・・・ <br>  <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 14:14:05.92 ID:iRXBu54xo<> &gt;&gt;476 <br> 立ち入り禁止なんて出来るわけないでしょう <br>  <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 14:39:56.52 ID:V3Upau5H0<> http://jbbs.livedoor.jp/bbs/read.cgi/travel/10201/1364362594/ <br> 避難所にも荒らし湧いてるみたいなんで避難所の避難所 <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 14:44:53.04 ID:gCTNYBwGo<> &gt;&gt;478 <br> おつおつ！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 14:48:38.55 ID:1+kgAzaT0<> 本日2スレ目突入 <br> 一応貼っておきます <br>  <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364363115/l50 <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 14:50:16.97 ID:JTHA6ptoo<> &gt;&gt;480 <br> おつです！ <>
以下、VIPにかわりましてパー速民がお送りします</b>(岩手県)<b><>sage<>2013/03/27(水) 14:50:59.62 ID:FI0L6H21o<> 新スレ立てたよー <br> http://hayabusa.2ch.net/test/read.cgi/news4vip/1364363115/ <>
以下、VIPにかわりましてパー速民がお送りします</b>(岩手県)<b><>sage<>2013/03/27(水) 14:51:17.37 ID:FI0L6H21o<> あ、もう貼ってあった <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 22:01:49.26 ID:GpJO+gnp0<> スレ落ちてる？ <>
以下、VIPにかわりましてパー速民がお送りします</b>(長屋)<b><><>2013/03/27(水) 22:15:54.65 ID:teJ5pF+Qo<> &gt;&gt;484 <br> 本日のスレは落ちてますよ <br>  <>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2013/03/27(水) 22:18:14.14 ID:GpJO+gnp0<> あ、すまん普通に終わってたんだ <>
